0                      	0                      	
8e-05                  	-0.00827922047541      	
0.00016                	-0.0983851372783       	
0.00024                	-0.295610850858        	
0.00032                	-0.490355615338        	
0.0004                 	-0.552647519737        	
0.00048                	-0.422220195609        	
0.00056                	-0.1333036381          	
0.00064                	0.22495275248          	
0.00072                	0.55198615516          	
0.0008                 	0.773276012246         	
0.00088                	0.856799885147         	
0.00096                	0.809138153605         	
0.00104                	0.663682418518         	
0.00112                	0.463127089863         	
0.0012                 	0.248512439784         	
0.00128                	0.0504759777578        	
0.00136                	-0.112489846636        	
0.00144                	-0.233488739839        	
0.00152                	-0.313330993639        	
0.0016                 	-0.358339032749        	
0.00168                	-0.375693543309        	
0.00176                	-0.37308047498         	
0.00184                	-0.35662967906         	
0.00192                	-0.33109374547         	
0.002                  	-0.299795299941        	
0.00208                	-0.265032651584        	
0.00216                	-0.228424129526        	
0.00224                	-0.191157291387        	
0.00232                	-0.15418247548         	
0.0024                 	-0.118309837792        	
0.00248                	-0.0841904278337       	
0.00256                	-0.0524079197529       	
0.00264                	-0.023347240788        	
0.00272                	0.00267236534213       	
0.0028                 	0.0255125267825        	
0.00288                	0.0450995818856        	
0.00296                	0.0615122252611        	
0.00304                	0.0748260488634        	
0.00312                	0.085216250034         	
0.0032                 	0.0928997626588        	
0.00328                	0.0980748020958        	
0.00336                	0.10099999107          	
0.00344                	0.101888388794         	
0.00352                	0.10101433132          	
0.0036                 	0.0985913941865        	
0.00368                	0.0948616611684        	
0.00376                	0.0900423367543        	
0.00384                	0.0843498051458        	
0.00392                	0.077975587279         	
0.004                  	0.0711022815039        	
0.00408                	0.0638960538926        	
0.00416                	0.0565052640093        	
0.00424                	0.0490630210315        	
0.00432                	0.0416860345675        	
0.0044                 	0.0344737644125        	
0.00448                	0.0275132559079        	
0.00456                	0.0208747937513        	
0.00464                	0.014617826014         	
0.00472                	0.00878335869408       	
0.0048                 	0.00341016325432       	
0.00488                	-0.00148202856329      	
0.00496                	-0.00587972580235      	
0.00504                	-0.00977483536413      	
0.00512                	-0.0131744912412       	
0.0052                 	-0.0160821419079       	
0.00528                	-0.0185177088939       	
0.00536                	-0.0204935362961       	
0.00544                	-0.0220404070802       	
0.00552                	-0.0231768711822       	
0.0056                 	-0.0239373062916       	
0.00568                	-0.024347046219        	
0.00576                	-0.0244397214533       	
0.00584                	-0.0242460112347       	
0.00592                	-0.0237982041759       	
0.006                  	-0.023128243           	
0.00608                	-0.0222652248708       	
0.00616                	-0.0212411299032       	
0.00624                	-0.0200821304431       	
0.00632                	-0.0188169697881       	
0.0064                 	-0.0174698673268       	
0.00648                	-0.0160654253053       	
0.00656                	-0.0146247820046       	
0.00664                	-0.0131680506285       	
0.00672                	-0.0117132519944       	
0.0068                 	-0.0102762929198       	
0.00688                	-0.00887137202544      	
0.00696                	-0.00751081983649      	
0.00704                	-0.0062047386071       	
0.00712                	-0.0049625521332       	
0.0072                 	-0.00379031889593      	
0.00728                	-0.00269464271639      	
0.00736                	-0.00167889150971      	
0.00744                	-0.00074640777451      	
0.00752                	0.000101701635854      	
0.0076                 	0.000864311037445      	
0.00768                	0.00154295725675       	
0.00776                	0.00213814093388       	
0.00784                	0.00265223442431       	
0.00792                	0.00308854227707       	
0.008                  	0.00344973006409       	
0.00808                	0.00374038174895       	
0.00816                	0.00396376283854       	
0.00824                	0.00412545896269       	
0.00832                	0.00422919717268       	
0.0084                 	0.00428039665601       	
0.00848                	0.00428346346134       	
0.00856                	0.00424379479191       	
0.00864                	0.00416578894247       	
0.00872                	0.00405428180507       	
0.0088                 	0.00391407034777       	
0.00888                	0.0037493058164        	
0.00896                	0.00356446097466       	
0.00904                	0.00336325822593       	
0.00912                	0.00314963445343       	
0.0092                 	0.00292692813573       	
0.00928                	0.00269846189964       	
0.00936                	0.00246709676605       	
0.00944                	0.00223551517819       	
0.00952                	0.00200610761006       	
